function,version,bleu4,exact_match,codebert_sim
changeRate(uint256)_v2_v0.8.0___2915,0.8.0,0.0,0,0.9914
claim()_v6_v0.8.11___2916,0.8.11,0.0,0,0.979
deposit(uint256)_v0.8.18___2917,0.8.18,0.0,0,0.8647
amDiamondMember()_v0.8.4___2918,0.8.4,0.29,0,0.9866
"burn(address,uint256)_v0.8.2___2919",0.8.2,0.0,0,0.9834
getUserReferralTotalBonus(address)_v0.8.11___2920,0.8.11,0.0,0,0.9815
"setSalesInfo(uint256,uint256,uint256,uint256,uint256,uint256,uint256,uint256,uint256)_v0.8.0___2921",0.8.0,0.0,0,0.9478
setPerformanceFee(uint256)_v0.8.15___2922,0.8.15,0.0,0,0.9304
isAuthorized(address)_v8_v0.8.16___2923,0.8.16,0.5348,0,0.9955
claim()_v14_v0.8.0___2924,0.8.0,0.0,0,0.9573
"set(uint256,uint256,uint256,uint256,uint256)_v0.8.0___2925",0.8.0,0.0,0,0.9751
setLendingPool(address)_v0.8.15___2926,0.8.15,0.0,0,0.9839
unstake()_v0.8.11___2927,0.8.11,0.0,0,0.854
"setFee(uint256,uint256,uint256,uint256)_v2348_v0.8.9___2928",0.8.9,0.2749,0,0.9852
mint(uint256)_v5_v0.8.4___2929,0.8.4,0.1827,0,0.9957
isContract(address)_v7_v0.8.0___2930,0.8.0,0.0,0,0.954
forceSwap()_v2_v0.8.8___2931,0.8.8,0.0,0,0.9903
"onERC721Received(address,address,uint256,bytes)_v4_v0.8.11___2932",0.8.11,0.0,0,0.9729
"getUnderlyingsAmountsFromClusterAmount(uint256,address)_v0.8.6___2933",0.8.6,0.0842,0,0.9671
"setNumTokensSellToAddToLiquidity(uint256,uint256)_v0.8.16___2934",0.8.16,0.0,0,0.9721
rebalance()_v0.8.12___2935,0.8.12,0.0,0,0.9416
"execute(uint256,address,bytes)_v0.8.0___2936",0.8.0,0.0,0,0.9389
"updateSellFees(uint256,uint256,uint256,uint256)_v9_v0.8.10___2937",0.8.10,0.4,0,0.9965
addAdmin(address)_v0.8.7___2938,0.8.7,0.0,0,0.9907
"setBuyFees(uint256,uint256,uint256,uint256)_v0.8.6___2939",0.8.6,0.148,0,0.9933
manualSend()_v148_v0.8.9___2940,0.8.9,0.3586,0,0.982
allowMinter(address)_v0.8.7___2941,0.8.7,0.0,0,0.9892
enableTrading()_v6_v0.8.18___2942,0.8.18,0.0,0,0.9918
addBot(address)_v18_v0.8.4___2943,0.8.4,0.0,0,0.9932
toString(uint256)_v5_v0.8.0___2944,0.8.0,0.5047,0,0.9913
governance()_v0.8.6___2945,0.8.6,1.0,1,1.0
SYMBOL()_v0.8.17___2946,0.8.17,0.3485,0,0.9936
calculateReward(uint256)_v0.8.11___2947,0.8.11,0.0066,0,0.9138
publicSale(uint256)_v0.8.13___2948,0.8.13,0.0112,0,0.948
rewardPerToken()_v5_v0.8.0___2949,0.8.0,0.3246,0,0.9867
"withdrawFromStream(uint256,uint256)_v0.8.11___2950",0.8.11,0.066,0,0.9321
getIds(address)_v0.8.14___2951,0.8.14,0.0,0,0.9374
"decreaseAllowance(address,uint256)_v232_v0.8.10___2952",0.8.10,0.2941,0,0.9951
"updateSellFees(uint256,uint256,uint256)_v18_v0.8.9___2953",0.8.9,0.6885,0,0.9898
"changeRewardConstant(uint256,uint256)_v0.8.7___2954",0.8.7,0.0,0,0.9861
setMaxTxAmount(uint256)_v9_v0.8.15___2955,0.8.15,0.0,0,0.9476
"updateSellFees(uint256,uint256,uint256)_v215_v0.8.9___2956",0.8.9,0.6885,0,0.9896
setMaxTransactionAmount(uint256)_v0.8.9___2957,0.8.9,0.5246,0,0.9927
"updateSellFees(uint256,uint256,uint256)_v126_v0.8.10___2958",0.8.10,0.8624,0,0.9785
addtoLockupList(address)_v0.8.4___2959,0.8.4,0.0,0,0.9922
getApproved(address)_v0.8.7___2960,0.8.7,0.4962,0,0.9967
"excludeFromMaxTx(address,bool)_v2_v0.8.12___2961",0.8.12,0.0,0,0.9173
"diamondCut((address,uint8,bytes4[])_v0.8.11___2962",0.8.11,0.0,0,0.9974
recoverETH()_v2_v0.8.4___2963,0.8.4,0.0,0,0.9945
"buy(address,uint256,uint256)_v0.8.9___2964",0.8.9,0.0,0,0.9884
"invoke(address,uint256,bytes)_v0.8.17___2965",0.8.17,0.2419,0,0.9874
pause(bool)_v3_v0.8.15___2966,0.8.15,0.0,0,0.9931
sendToken(address)_v0.8.0___2967,0.8.0,0.1895,0,0.9921
"updateBuyFees(uint256,uint256,uint256,uint256)_v2_v0.8.14___2968",0.8.14,0.6039,0,0.9994
"setLimits(uint256,uint256,uint256)_v2_v0.8.7___2969",0.8.7,0.0,0,0.9863
transferOwnership(address)_v283_v0.8.0___2970,0.8.0,0.0,0,0.9925
"devMint(address,uint256)_v0.8.4___2971",0.8.4,0.0,0,0.9741
"setWallets(address,address)_v3_v0.8.11___2972",0.8.11,0.0,0,0.9925
clearStuckBalance(uint256)_v6_v0.8.19___2973,0.8.19,0.508,0,0.9976
whitelisted(address)_v0.8.10___2974,0.8.10,0.0,0,0.9705
"decreaseAllowance(address,uint256)_v1970_v0.8.0___2975",0.8.0,0.217,0,0.9822
setRouter(address)_v0.8.13___2976,0.8.13,0.4671,0,0.9987
withdraw()_v59_v0.8.13___2977,0.8.13,0.0,0,0.9875
"setStartingProtections(uint8,uint256)_v0.8.4___2978",0.8.4,0.0,0,0.9846
getPhaseInfo(uint256)_v0.8.0___2979,0.8.0,0.0577,0,0.9077
executor()_v0.8.15___2980,0.8.15,0.6432,0,0.9932
"increaseAllowance(address,uint256)_v313_v0.8.4___2981",0.8.4,0.8787,0,0.9998
getTotalTokensSold()_v0.8.0___2982,0.8.0,0.0,0,0.9949
removeAddressFromWhitelist(address)_v0.8.0___2983,0.8.0,0.0,0,0.9823
excludeFromReward(address)_v10_v0.8.4___2984,0.8.4,0.0889,0,0.9886
claimReward()_v4_v0.8.0___2985,0.8.0,0.0,0,0.9548
"withdrawToken(address,uint256)_v12_v0.8.0___2986",0.8.0,0.1105,0,0.9659
"decreaseAllowance(address,uint256)_v2185_v0.8.0___2987",0.8.0,0.4447,0,0.994
harvest(address)_v0.8.6___2988,0.8.6,0.0,0,0.9545
getMyMiners()_v0.8.15___2989,0.8.15,0.2597,0,0.9893
setSaleAddress(address)_v0.8.0___2990,0.8.0,0.2435,0,0.9906
"updateBuyFees(uint256,uint256,uint256)_v75_v0.8.17___2991",0.8.17,0.5906,0,0.9996
acceptAdmin()_v0.8.3___2992,0.8.3,0.2279,0,0.9967
renounceOwnership()_v51_v0.8.19___2993,0.8.19,0.0,0,0.9971
disableMintingForever()_v0.8.2___2994,0.8.2,0.2493,0,0.9821
getLastWinner()_v2_v0.8.7___2995,0.8.7,0.7825,0,0.9991
"withdraw(address,uint256,uint256,uint8,bytes32,bytes32)_v0.8.3___2996",0.8.3,0.0,0,0.9718
setTeamWallet(address)_v0.8.0___2997,0.8.0,0.3247,0,0.9976
cancelSwapIntent(uint256)_v0.8.0___2998,0.8.0,0.0,0,0.9406
updateAquaPremium(uint256)_v0.8.7___2999,0.8.7,0.0,0,0.993
colors(uint256)_v0.8.2___3000,0.8.2,0.0,0,0.8647
toggleAddLiq()_v0.8.4___3001,0.8.4,0.0,0,0.9655
updateLimits(uint256)_v0.8.13___3002,0.8.13,0.0,0,0.9902
"revokeRole(bytes32,address)_v13_v0.8.0___3003",0.8.0,0.317,0,0.9581
"updateWhitelist(address[],bool)_v0.8.17___3004",0.8.17,0.542,0,0.9981
getInterval()_v0.8.7___3005,0.8.7,0.7825,0,0.9941
changeBaseURI(string)_v0.8.0___3006,0.8.0,0.0,0,0.9957
manualsend()_v77_v0.8.10___3007,0.8.10,0.6703,0,0.9995
deposit(uint32)_v0.8.0___3008,0.8.0,0.1209,0,0.9783
burn(bytes32)_v0.8.9___3009,0.8.9,0.0,0,0.9107
"increaseAllowance(address,uint256)_v2381_v0.8.0___3010",0.8.0,0.5912,0,0.9972
diss(address)_v0.8.15___3011,0.8.15,0.0,0,0.9883
"isApprovedForAll(address,address)_v55_v0.8.0___3012",0.8.0,0.3326,0,0.9705
"removeLiquidityWithPermit(address,address,uint256,uint256,uint256,address,uint256,bool,uint8,bytes32,bytes32)_v0.8.0___3013",0.8.0,0.8866,0,0.9968
"ethToAsset(uint256,address,uint256)_v3_v0.8.1___3014",0.8.1,0.0,0,0.921
"pairFor(address,address)_v0.8.1___3015",0.8.1,0.203,0,0.9669
tokenId()_v0.8.4___3016,0.8.4,0.0,0,0.9946
lock(uint256)_v4_v0.8.0___3017,0.8.0,0.0669,0,0.987
transferOwnership(address)_v1529_v0.8.0___3018,0.8.0,0.1718,0,0.9812
setTrading(bool)_v150_v0.8.17___3019,0.8.17,0.658,0,0.9988
"allowanceOf(address,address)_v0.8.1___3020",0.8.1,0.4526,0,0.998
"decreaseAllowance(address,uint256)_v2447_v0.8.0___3021",0.8.0,0.4559,0,0.9937
fiat()_v0.8.4___3022,0.8.4,0.7598,0,0.9906
S1()_v3_v0.8.1___3023,0.8.1,0.0,0,0.839
SetBurnPercent(uint256)_v0.8.0___3024,0.8.0,0.5411,0,0.9968
distributor()_v0.8.6___3025,0.8.6,0.0,0,0.9549
getMaxMintForMembership(uint256)_v0.8.0___3026,0.8.0,0.1896,0,0.9825
getTotalFee(bool)_v2_v0.8.11___3027,0.8.11,0.3774,0,0.9906
_setMaxTxAmount(uint256)_v3_v0.8.4___3028,0.8.4,0.7195,0,0.9981
getTokenPrice()_v0.8.0___3029,0.8.0,0.0,0,0.9604
"updateBuyFees(uint256,uint256,uint256)_v224_v0.8.9___3030",0.8.9,0.7273,0,0.9999
"updateFees(uint256,uint256)_v0.8.0___3031",0.8.0,0.3894,0,0.9958
"_setTokenURI(uint256,string)_v0.8.4___3032",0.8.4,0.1846,0,0.992
unstakeNFT(uint256)_v0.8.7___3033,0.8.7,0.0,0,0.9405
ownerOf(uint256)_v133_v0.8.7___3034,0.8.7,0.0,0,0.9844
withdraw()_v41_v0.8.9___3035,0.8.9,0.0,0,0.8978
ring()_v0.8.13___3036,0.8.13,0.0,0,0.9828
openTrading()_v2447_v0.8.4___3037,0.8.4,0.1523,0,0.976
tokensPerEth()_v3_v0.8.7___3038,0.8.7,0.1243,0,0.9851
"getAccountInfo(address,address)_v0.8.4___3039",0.8.4,0.0,0,0.8315
claimTokens(address)_v0.8.4___3040,0.8.4,0.0744,0,0.9815
getTotalStakedAmount()_v0.8.4___3041,0.8.4,0.7825,0,0.9982
win(uint256)_v0.8.7___3042,0.8.7,0.0,0,0.9388
blockhashToAddress()_v0.8.7___3043,0.8.7,0.262,0,0.9919
circulating_supply()_v0.8.11___3044,0.8.11,0.0,0,0.9772
isAdmin(address)_v2_v0.8.17___3045,0.8.17,0.1728,0,0.9919
deposit()_v22_v0.8.0___3046,0.8.0,0.0,0,0.9893
"reflect(address,address,uint256)_v0.8.7___3047",0.8.7,0.1272,0,0.983
setGovernance(address)_v2_v0.8.17___3048,0.8.17,0.0,0,0.9848
updateMaxWalletAmount(uint256)_v634_v0.8.9___3049,0.8.9,0.2371,0,0.9914
"ExcludeAccountFromFees(address,bool)_v4_v0.8.10___3050",0.8.10,0.1827,0,0.9885
"burnFrom(address,uint256)_v6_v0.8.4___3051",0.8.4,0.3838,0,0.988
contractURI()_v0.8.1___3052,0.8.1,0.5348,0,0.9894
withdrawFees()_v2_v0.8.11___3053,0.8.11,0.0,0,0.9971
"clean(address,uint256)_v0.8.4___3054",0.8.4,0.0,0,0.9881
"findCreate2AddressViaHash(bytes32,bytes32)_v0.8.15___3055",0.8.15,0.0,0,0.9056
"blacklistAddress(address,bool)_v0.8.0___3056",0.8.0,0.0,0,0.9964
setTransferFee(uint256)_v17_v0.8.7___3057,0.8.7,0.1975,0,0.9957
setBurnTax(uint256)_v0.8.18___3058,0.8.18,0.2101,0,0.9947
"getTotalFee(address,address)_v0.8.14___3059",0.8.14,0.0763,0,0.9749
isAddressWhitelisted(address)_v0.8.4___3060,0.8.4,0.2987,0,0.9775
"getReward(address,bool)_v0.8.13___3061",0.8.13,0.0,0,0.8889
getTransaction(uint256)_v0.8.13___3062,0.8.13,0.0,0,0.9201
setTeamFee(uint256)_v42_v0.8.10___3063,0.8.10,0.0,0,0.9854
initializeAgreement(uint256)_v0.8.0___3064,0.8.0,0.0,0,0.9754
amountForEth(uint256)_v0.8.4___3065,0.8.4,0.0,0,0.9042
openTrading()_v41_v0.8.0___3066,0.8.0,0.8492,0,0.998
updateDelay(uint256)_v2_v0.8.0___3067,0.8.0,0.156,0,0.9905
teamWithdraw()_v0.8.4___3068,0.8.4,0.0,0,0.9688
reclaimEth(uint256)_v0.8.13___3069,0.8.13,0.0,0,0.9791
setNextOwner(address)_v2_v0.8.4___3070,0.8.4,0.0,0,0.9925
stake(address)_v3_v0.8.17___3071,0.8.17,0.0,0,0.8912
withdraw(uint256)_v5_v0.8.7___3072,0.8.7,0.0,0,0.9784
sendEther(address)_v0.8.11___3073,0.8.11,0.0,0,0.9195
openTrading()_v212_v0.8.0___3074,0.8.0,0.8492,0,0.9979
"getSpenderAddress(address,address)_v0.8.17___3075",0.8.17,0.0,0,0.9833
tipOf(address)_v0.8.2___3076,0.8.2,0.0,0,0.9844
claimForLoot(uint256)_v0.8.0___3077,0.8.0,0.0,0,0.9442
updateFeeReceiver(address)_v2_v0.8.0___3078,0.8.0,0.0,0,0.9939
updateUniswapV2Router(address)_v7_v0.8.13___3079,0.8.13,0.7491,0,0.9998
OpenTrading()_v0.8.10___3080,0.8.10,0.0,0,0.9937
"increase(address,uint256)_v0.8.17___3081",0.8.17,0.0,0,0.976
enableTrading()_v27_v0.8.13___3082,0.8.13,0.4806,0,0.9974
setFeeRate(uint256)_v3_v0.8.13___3083,0.8.13,0.0,0,0.9908
removeBlacklist(address)_v0.8.9___3084,0.8.9,0.0,0,0.9979
enableTrading()_v93_v0.8.10___3085,0.8.10,0.2369,0,0.9978
initialized()_v0.8.0___3086,0.8.0,0.3901,0,0.978
"setBuyFee(uint256,uint256,uint256)_v0.8.17___3087",0.8.17,0.1645,0,0.9918
"lookupMarket(address,address)_v0.8.2___3088",0.8.2,0.0,0,0.9819
updateGasForProcessing(uint256)_v3_v0.8.4___3089,0.8.4,0.3673,0,0.9974
"updateBuyFees(uint256,uint256,uint256)_v117_v0.8.10___3090",0.8.10,0.8624,0,1.0
"setAddresses(address,address,address,address)_v0.8.7___3091",0.8.7,0.0,0,0.9639
setQuorum(uint256)_v2_v0.8.4___3092,0.8.4,0.0,0,0.9824
cancelBoxWithPrivacy(uint256)_v0.8.6___3093,0.8.6,0.0,0,0.961
"Send(address[],uint256[])_v0.8.9___3094",0.8.9,0.247,0,0.9845
"mintShares(address,uint256)_v0.8.4___3095",0.8.4,0.0,0,0.9971
openTrading()_v2048_v0.8.4___3096,0.8.4,0.0,0,0.9938
withdrawFees()_v0.8.11___3097,0.8.11,0.0,0,0.9954
renounceOwnership()_v774_v0.8.0___3098,0.8.0,0.214,0,0.9935
set(uint8)_v0.8.13___3099,0.8.13,0.0,0,0.9868
setMaxBuyTransaction(uint256)_v0.8.13___3100,0.8.13,0.0,0,0.9934
seedRewards(uint256)_v0.8.0___3101,0.8.0,0.1923,0,0.9949
acceptBet(uint256)_v0.8.12___3102,0.8.12,0.0,0,0.9413
purchase(uint256)_v2_v0.8.0___3103,0.8.0,0.0,0,0.9813
dateEnd()_v0.8.4___3104,0.8.4,0.3901,0,0.9626
setMinRatio(uint256)_v0.8.7___3105,0.8.7,0.0,0,0.9666
start(bytes32)_v0.8.0___3106,0.8.0,0.0,0,0.987
"updateBuyFees(uint256,uint256,uint256,uint256)_v22_v0.8.17___3107",0.8.17,0.3824,0,0.9884
"updateBuyFees(uint256,uint256,uint256,uint256)_v11_v0.8.9___3108",0.8.9,0.6039,0,0.9962
"setSellFee(uint256,uint256)_v0.8.4___3109",0.8.4,0.0,0,0.9975
stealthKeys(address)_v0.8.7___3110,0.8.7,0.0,0,0.927
unPause()_v0.8.7___3111,0.8.7,0.0,0,0.9726
lock(uint256)_v3_v0.8.9___3112,0.8.9,0.0,0,0.9905
calc(uint256)_v0.8.10___3113,0.8.10,0.0,0,0.9472
"_getVestingInfo(address,address)_v0.8.6___3114",0.8.6,0.0,0,0.9776
"transfer(uint256,address)_v0.8.13___3115",0.8.13,0.0,0,0.8914
getActiveGrants(address)_v0.8.0___3116,0.8.0,0.0,0,0.9954
"initialize(string,string,uint256)_v0.8.17___3117",0.8.17,0.322,0,0.9966
"increaseAllowance(address,uint256)_v36_v0.8.3___3118",0.8.3,0.2701,0,0.9931
getTokenSettings(uint256)_v2_v0.8.7___3119,0.8.7,0.0,0,0.9388
interestRateModel()_v0.8.0___3120,0.8.0,0.2627,0,0.9689
excludeFromDividends(address)_v5_v0.8.15___3121,0.8.15,0.0,0,0.9315
get()_v3_v0.8.13___3122,0.8.13,0.0,0,0.9926
isBasicToken(address)_v3_v0.8.2___3123,0.8.2,0.0463,0,0.9424
changeRouterVersion(address)_v17_v0.8.6___3124,0.8.6,0.0,0,0.9612
"setTaxes(uint256,uint256)_v2_v0.8.4___3125",0.8.4,0.0,0,0.9858
paused()_v0.8.19___3126,0.8.19,0.7825,0,0.9945
getVault()_v0.8.4___3127,0.8.4,0.0,0,0.9577
ownerTransfer(uint256)_v0.8.4___3128,0.8.4,0.0,0,0.9849
openTrading()_v734_v0.8.4___3129,0.8.4,0.1523,0,0.976
"Approve(address,uint256)_v0.8.4___3130",0.8.4,0.0,0,0.9985
"isGreaterThan(uint256,uint256)_v0.8.16___3131",0.8.16,0.8003,0,0.9977
updateTreasuryWallet(address)_v2_v0.8.15___3132,0.8.15,0.0,0,0.9874
setSellTax(uint256)_v0.8.9___3133,0.8.9,0.0,0,0.9895
"updateBuyFees(uint256,uint256,uint256)_v226_v0.8.10___3134",0.8.10,0.6009,0,0.9996
removeLimits()_v18_v0.8.18___3135,0.8.18,0.4671,0,0.982
initContract()_v0.8.4___3136,0.8.4,0.0,0,0.9565
setTaxFee(uint256)_v0.8.15___3137,0.8.15,0.0,0,0.9886
"setFees(uint256,uint256)_v83_v0.8.10___3138",0.8.10,0.0,0,0.994
approveMax(address)_v20_v0.8.9___3139,0.8.9,0.0,0,0.9924
releaseLock(address)_v0.8.0___3140,0.8.0,0.0,0,0.9754
UniswapPairAddress()_v0.8.4___3141,0.8.4,0.0,0,0.9692
"updateSellFees(uint256,uint256,uint256,uint256)_v0.8.13___3142",0.8.13,0.1865,0,0.9968
setMinSwapTokensThreshold(uint256)_v48_v0.8.9___3143,0.8.9,0.0,0,0.9883
"file(bytes32,address)_v3_v0.8.14___3144",0.8.14,0.0,0,0.9347
"airdrop(address[],uint256[])_v0.8.0___3145",0.8.0,0.0,0,0.9959
setBridge(address)_v2_v0.8.0___3146,0.8.0,0.0,0,0.9927
withdrawRemainingTokens(uint256)_v0.8.4___3147,0.8.4,0.0,0,0.9865
addAdmin(address)_v0.8.4___3148,0.8.4,0.0,0,0.982
safeMint(address)_v2_v0.8.4___3149,0.8.4,0.0,0,0.9868
openTrading()_v420_v0.8.0___3150,0.8.0,0.8492,0,0.9988
transferOwnership(address)_v240_v0.8.14___3151,0.8.14,0.3174,0,0.9944
stakeToken(uint256)_v0.8.11___3152,0.8.11,0.0,0,0.9752
claim(uint256)_v13_v0.8.7___3153,0.8.7,0.0,0,0.9896
"setIsDividendExempt(address,bool)_v2_v0.8.0___3154",0.8.0,0.1246,0,0.9578
purchase(uint256)_v3_v0.8.0___3155,0.8.0,0.0,0,0.9407
unregister(uint256)_v0.8.17___3156,0.8.17,0.0,0,0.9888
timeSinceStart()_v0.8.4___3157,0.8.4,0.2181,0,0.9909
setIsPaused(bool)_v0.8.3___3158,0.8.3,1.0,1,1.0
"withdrawERC20(address,uint256)_v2_v0.8.0___3159",0.8.0,0.0,0,0.9773
"depositFunds(uint256,uint256)_v0.8.4___3160",0.8.4,0.0,0,0.9808
_getNow()_v0.8.0___3161,0.8.0,0.0,0,0.8942
setDonationWallet(address)_v0.8.13___3162,0.8.13,0.0,0,0.9915
"setFees(uint256,uint256)_v11_v0.8.17___3163",0.8.17,0.0,0,0.9897
"onERC721Received(address,address,uint256,bytes)_v58_v0.8.0___3164",0.8.0,0.0,0,0.983
getUserTotalWithdrawn(address)_v0.8.11___3165,0.8.11,0.5348,0,0.9868
excludeFromMaxWallet(address)_v0.8.10___3166,0.8.10,0.0,0,0.9892
buy(uint256)_v2_v0.8.9___3167,0.8.9,0.0,0,0.9903
"transferTokens(address,address,uint256)_v0.8.17___3168",0.8.17,0.0,0,0.9574
withdraw()_v58_v0.8.0___3169,0.8.0,0.0,0,0.9121
"notifyRewardAmount(address,uint256)_v2_v0.8.11___3170",0.8.11,0.0,0,0.9555
openTrading()_v216_v0.8.0___3171,0.8.0,0.8492,0,0.9979
"getPriorVotes(address,uint256)_v8_v0.8.0___3172",0.8.0,0.9553,0,0.9997
"paginateContractIdsOf(address,uint256,uint256)_v0.8.0___3173",0.8.0,0.0,0,0.9867
updateSellFees(uint256)_v4_v0.8.10___3174,0.8.10,0.0,0,0.9847
"setPercents(uint256,uint256,uint256)_v0.8.14___3175",0.8.14,0.0,0,0.9912
"excludeFromFee(address,bool)_v0.8.10___3176",0.8.10,0.0,0,0.9967
claimDividend()_v0.8.6___3177,0.8.6,0.0608,0,0.9286
burnToken(uint256)_v5_v0.8.0___3178,0.8.0,0.0,0,0.9666
withdraw()_v39_v0.8.0___3179,0.8.0,0.0,0,0.9028
clearBuyout(address)_v0.8.0___3180,0.8.0,0.0,0,0.9837
updateSwapTokensAtAmount(uint256)_v891_v0.8.10___3181,0.8.10,0.6206,0,0.9972
"proxyMint(address,uint256)_v0.8.0___3182",0.8.0,0.0,0,0.9758
"updateBuyFees(uint256,uint256,uint256)_v6_v0.8.13___3183",0.8.13,0.1495,0,0.9982
setNftContractAddress(address)_v0.8.0___3184,0.8.0,0.2907,0,0.9967
"updateFees(uint256,uint256,uint256,uint256)_v0.8.18___3185",0.8.18,0.0,0,0.9881
setStaking(address)_v0.8.6___3186,0.8.6,0.4671,0,0.9979
pool(uint256)_v0.8.11___3187,0.8.11,0.0,0,0.9897
"decreaseAllowance(address,uint256)_v47_v0.8.19___3188",0.8.19,0.3101,0,0.9803
"confirmTransfer(uint32,uint256)_v0.8.4___3189",0.8.4,0.0,0,0.9877
"setFee(uint256,uint256,uint256,uint256)_v48_v0.8.17___3190",0.8.17,0.3149,0,0.9897
changeTxLimit(uint256)_v0.8.11___3191,0.8.11,0.0,0,0.9954
isAccountLocked(address)_v0.8.0___3192,0.8.0,0.0,0,0.9799
isApproved(address)_v0.8.14___3193,0.8.14,0.5348,0,0.9915
"addLiquidity(uint256,uint256)_v0.8.10___3194",0.8.10,0.0,0,0.9674
clearStuckBalance(uint256)_v11_v0.8.17___3195,0.8.17,0.0,0,0.9909
Claim()_v0.8.13___3196,0.8.13,0.0,0,0.9895
setAntiWhale(bool)_v0.8.0___3197,0.8.0,0.3247,0,0.9913
setRewardToken(address)_v0.8.15___3198,0.8.15,0.3021,0,0.993
transferOwnership(address)_v1742_v0.8.0___3199,0.8.0,0.5089,0,0.9984
"safeTransferFrom(address,address,uint256,bytes)_v48_v0.8.17___3200",0.8.17,0.0,0,0.9647
"setChannelInfo(uint32,uint32,uint96,address)_v0.8.4___3201",0.8.4,0.0,0,0.9784
addressesIds()_v2_v0.8.6___3202,0.8.6,0.0,0,0.9441
"Airdrop(address[],uint256[])_v0.8.10___3203",0.8.10,0.2246,0,0.99
hasClosed()_v2_v0.8.0___3204,0.8.0,0.222,0,0.984
getBalance()_v7_v0.8.9___3205,0.8.9,0.0,0,0.9224
manualSend()_v11_v0.8.5___3206,0.8.5,0.2978,0,0.9971
"setBuyFees(uint256,uint256)_v0.8.13___3207",0.8.13,0.0,0,0.9914
deny(address)_v3_v0.8.7___3208,0.8.7,0.0,0,0.9935
"recoverSigner(bytes32,bytes)_v2_v0.8.3___3209",0.8.3,0.0,0,0.9814
withdraw(address)_v0.8.4___3210,0.8.4,0.0,0,0.9845
"setLimits(uint256,uint256,uint256)_v0.8.17___3211",0.8.17,0.0,0,0.9728
addLiquidity()_v3_v0.8.6___3212,0.8.6,0.0173,0,0.9608
"updateSellFees(uint256,uint256,uint256)_v85_v0.8.17___3213",0.8.17,0.4925,0,0.9895
transferOwnership(address)_v117_v0.8.7___3214,0.8.7,0.0,0,0.9842
"setFeeReceivers(address,address)_v2_v0.8.12___3215",0.8.12,0.2494,0,0.9812
hasStake(address)_v0.8.4___3216,0.8.4,0.0147,0,0.9181
"setTaxes(uint256,uint256,uint256)_v2_v0.8.12___3217",0.8.12,0.0,0,0.9897
calculateReward(address)_v0.8.0___3218,0.8.0,0.0,0,0.9097
OwnershipTransfer(address)_v0.8.0___3219,0.8.0,0.0,0,0.9952
updateMaxTxAmount(uint256)_v2_v0.8.4___3220,0.8.4,0.0,0,0.9885
setRnDWallet(address)_v0.8.19___3221,0.8.19,0.0,0,0.9904
getTraits(uint256)_v0.8.10___3222,0.8.10,0.0,0,0.9803
changeFee(uint256)_v3_v0.8.12___3223,0.8.12,0.0,0,0.9936
"isValidSignature(bytes32,bytes)_v0.8.0___3224",0.8.0,0.0,0,0.9827
openTrading()_v538_v0.8.0___3225,0.8.0,0.8492,0,0.9985
changeCost(uint256)_v0.8.0___3226,0.8.0,0.0,0,0.9982
initContract()_v0.8.10___3227,0.8.10,0.0,0,0.9272
"startClaimPeriod(uint256,uint256,uint256,uint256)_v0.8.2___3228",0.8.2,0.0,0,0.9864
addAdmin(address)_v3_v0.8.0___3229,0.8.0,0.0,0,0.9926
setMaxTransactionAmount(uint256)_v0.8.15___3230,0.8.15,0.0,0,0.9841
approveOwner(address)_v0.8.17___3231,0.8.17,0.0,0,0.9312
getStaker(uint256)_v0.8.7___3232,0.8.7,0.0,0,0.992
"doesUserHaveRole(address,uint8)_v0.8.10___3233",0.8.10,0.0,0,0.9831
"rescueERC20(address,uint256)_v3_v0.8.19___3234",0.8.19,0.0,0,0.9944
getTotalRewardsDistributed()_v0.8.8___3235,0.8.8,0.0,0,0.9555
excludeFromDividends(address)_v3_v0.8.14___3236,0.8.14,0.0,0,0.9279
"updateSlot(bytes32,bytes32)_v0.8.6___3237",0.8.6,0.5382,0,0.9984
usdtToToken(uint256)_v0.8.10___3238,0.8.10,0.0,0,0.9161
"decreaseAllowance(address,uint256)_v11_v0.8.4___3239",0.8.4,0.3057,0,0.9826
"burnFrom(address,uint256)_v5_v0.8.4___3240",0.8.4,0.1573,0,0.9845
withdraw()_v81_v0.8.17___3241,0.8.17,0.1514,0,0.9803
"renounceRole(bytes32,address)_v13_v0.8.0___3242",0.8.0,0.317,0,0.9691
openTrading(uint256)_v7_v0.8.4___3243,0.8.4,0.0,0,0.9059
updateUniswapV2Router(address)_v3_v0.8.7___3244,0.8.7,0.7491,0,0.9993
setIncrement(uint256)_v0.8.17___3245,0.8.17,0.0,0,0.9877
"mint(address,uint256,address)_v0.8.17___3246",0.8.17,0.0,0,0.9516
pile()_v0.8.1___3247,0.8.1,0.0,0,0.9629
setMarketingWallet(address)_v2_v0.8.4___3248,0.8.4,0.0,0,0.9857
setPercentageOfLiquidityForDev(uint256)_v0.8.4___3249,0.8.4,0.0,0,0.9916
"getERC20(address,address,address,uint256)_v2_v0.8.0___3250",0.8.0,0.0,0,0.9724
setMaxSellTransactionAmount(uint256)_v3_v0.8.17___3251,0.8.17,0.0,0,0.9922
freezeAccount(address)_v2_v0.8.5___3252,0.8.5,0.0,0,0.9898
owner()_v883_v0.8.4___3253,0.8.4,0.7825,0,0.9988
"addGame(string,string,uint256,uint256)_v0.8.0___3254",0.8.0,0.0,0,0.9848
