function,version,bleu4,exact_match,codebert_sim
"updateBuyFees(uint256,uint256,uint256)_v6_v0.8.15___1374",0.8.15,0.6541,0,0.9924
getDepositsByWithdrawalAddress(address)_v0.8.9___1375,0.8.9,0.0,0,0.938
"vestingInfo(address,uint256)_v0.8.0___1376",0.8.0,0.0,0,0.9739
"balanceOfBatch(address[],uint256[])_v4_v0.8.0___1377",0.8.0,0.2165,0,0.9902
"getPrice(address,uint256)_v2_v0.8.13___1378",0.8.13,0.0,0,0.9069
pausePool()_v0.8.17___1379,0.8.17,0.3062,0,0.9904
"setBots(address,bool)_v2_v0.8.0___1380",0.8.0,0.0,0,0.9966
revokeConfirmation(uint256)_v2_v0.8.10___1381,0.8.10,0.0,0,0.979
withdraw()_v18_v0.8.0___1382,0.8.0,0.0,0,0.9746
claimToken()_v0.8.10___1383,0.8.10,0.0,0,0.9898
setWalletLimit(uint256)_v3_v0.8.7___1384,0.8.7,0.0,0,0.985
votingPeriod()_v0.8.13___1385,0.8.13,0.0,0,0.9814
withdrawCollectedFees()_v0.8.9___1386,0.8.9,0.0,0,0.9526
"_burn(address,uint256)_v0.8.10___1387",0.8.10,0.8318,0,0.9985
updateMarketingWallet(address)_v2_v0.8.13___1388,0.8.13,0.0,0,0.9934
"setParameters(uint256,uint256)_v7_v0.8.19___1389",0.8.19,0.0,0,0.9779
"updateBuyFees(uint256,uint256,uint256)_v636_v0.8.9___1390",0.8.9,0.1928,0,0.9901
isContractAdmin(address)_v0.8.4___1391,0.8.4,0.0,0,0.9676
setFeeAddress(address)_v2_v0.8.0___1392,0.8.0,0.658,0,0.9892
getBurnFee()_v0.8.0___1393,0.8.0,1.0,1,1.0
"decreaseApproval(address,uint256)_v0.8.6___1394",0.8.6,0.1477,0,0.9725
"setFee(uint256,uint256)_v0.8.7___1395",0.8.7,0.0,0,0.9917
setAdmin(address)_v0.8.11___1396,0.8.11,0.4556,0,0.9986
"userVotingPowerAt(address,uint256)_v0.8.4___1397",0.8.4,0.0,0,0.9842
beneficiary()_v0.8.0___1398,0.8.0,0.7109,0,0.9994
usdtToToken(uint256)_v2_v0.8.15___1399,0.8.15,0.0,0,0.9003
getThreshold()_v0.8.10___1400,0.8.10,0.0,0,0.9909
poolLength()_v0.8.6___1401,0.8.6,0.0,0,0.9851
setMintPrice(uint256)_v2_v0.8.13___1402,0.8.13,0.658,0,0.998
acceptGovernance()_v0.8.9___1403,0.8.9,0.0,0,0.9934
setBaseURI(string)_v27_v0.8.4___1404,0.8.4,0.0,0,0.9977
"isTransferAllowed(address,address,uint256)_v0.8.4___1405",0.8.4,0.0,0,0.9778
setDefaultPrice(uint256)_v0.8.0___1406,0.8.0,0.5411,0,0.9962
getBalance()_v6_v0.8.9___1407,0.8.9,0.2748,0,0.9945
getWithdrawAmount(uint256)_v0.8.0___1408,0.8.0,0.0,0,0.9088
getAvailableAmount()_v0.8.0___1409,0.8.0,0.0,0,0.9164
transferOwnership(address)_v1429_v0.8.9___1410,0.8.9,0.0,0,0.9902
setMaxAmount(uint256)_v0.8.16___1411,0.8.16,0.0,0,0.9871
donateToLexDAO()_v0.8.0___1412,0.8.0,0.0,0,0.9772
changeContoller(address)_v0.8.4___1413,0.8.4,0.0,0,0.9924
transferOwnership(address)_v1036_v0.8.0___1414,0.8.0,0.3445,0,0.985
ownerOf(uint256)_v101_v0.8.4___1415,0.8.4,0.0,0,0.9589
"withdrawToken(address,uint256)_v0.8.9___1416",0.8.9,0.7419,0,0.9988
openTrading()_v120_v0.8.0___1417,0.8.0,0.8492,0,0.9979
setFeeAmount(uint256)_v0.8.7___1418,0.8.7,0.0,0,0.9892
"setRatios(uint256,uint256,uint256,uint256,uint256)_v0.8.7___1419",0.8.7,0.0981,0,0.9973
tokenByIndex(uint256)_v27_v0.8.0___1420,0.8.0,0.4899,0,0.9973
setMaxDeposit(uint256)_v0.8.0___1421,0.8.0,0.1117,0,0.9888
setCooldownEnabled(bool)_v43_v0.8.7___1422,0.8.7,0.0,0,0.9828
create(uint256)_v0.8.9___1423,0.8.9,0.0,0,0.9693
openTrading()_v7_v0.8.10___1424,0.8.10,0.2361,0,0.9671
"setSellFees(uint256,uint256,uint256,uint256)_v0.8.0___1425",0.8.0,0.0,0,0.9961
"swapTaxTokenForBNB(uint256,uint256)_v0.8.6___1426",0.8.6,0.0,0,0.9057
"updateBuyFees(uint256,uint256,uint256)_v105_v0.8.9___1427",0.8.9,0.7528,0,0.9996
"diffMinutes(uint256,uint256)_v0.8.0___1428",0.8.0,0.0,0,0.9838
setProjectAddress(address)_v0.8.4___1429,0.8.4,0.0,0,0.9801
claim()_v15_v0.8.0___1430,0.8.0,0.0,0,0.9948
changeFounder(address)_v0.8.4___1431,0.8.4,0.0,0,0.9953
"swapToken(address,uint256)_v5_v0.8.13___1432",0.8.13,0.0129,0,0.9617
"aggregate((address,bytes)_v2_v0.8.0___1433",0.8.0,0.1179,0,0.993
clearStuckBalance()_v9_v0.8.17___1434,0.8.17,0.0,0,0.9946
"setTaxes(uint256,uint256,uint256,uint256)_v4_v0.8.7___1435",0.8.7,0.0,0,0.9907
"claim(address,uint256)_v2_v0.8.17___1436",0.8.17,0.0,0,0.9834
emergency_withdraw()_v5_v0.8.7___1437,0.8.7,0.0,0,0.9522
setMaxWalletSize(uint256)_v942_v0.8.4___1438,0.8.4,0.582,0,0.9962
"setManager(address,bool)_v0.8.0___1439",0.8.0,0.0,0,0.9614
"calculateEggBuy(uint256,uint256)_v2_v0.8.9___1440",0.8.9,0.0,0,0.9204
"updateBuyFees(uint256,uint256,uint256)_v18_v0.8.13___1441",0.8.13,0.4518,0,0.9903
"setTaxes(uint256,uint256,uint256,uint256,uint256)_v0.8.10___1442",0.8.10,0.0,0,0.9919
RenounceOwnership(address)_v23_v0.8.0___1443,0.8.0,0.0,0,0.9966
"addData(address[],uint256[])_v0.8.6___1444",0.8.6,0.2912,0,0.9897
getUint(bytes32)_v2_v0.8.9___1445,0.8.9,0.0,0,0.9659
close()_v0.8.14___1446,0.8.14,0.0,0,0.8284
managementFee()_v0.8.15___1447,0.8.15,1.0,1,1.0
nonces(address)_v0.8.11___1448,0.8.11,0.2481,0,0.976
getPrice(uint256)_v3_v0.8.0___1449,0.8.0,0.0,0,0.9635
whereIsPonderware()_v0.8.0___1450,0.8.0,0.443,0,0.9833
"updateSellFees(uint256,uint256,uint256)_v3_v0.8.16___1451",0.8.16,0.9318,0,0.9999
getDeadline()_v0.8.16___1452,0.8.16,0.0,0,0.9772
setSellFeePercent(uint256)_v2_v0.8.0___1453,0.8.0,0.1532,0,0.9932
getUSDPrice(uint256)_v0.8.0___1454,0.8.0,0.0,0,0.9382
"claimReward(address,uint256)_v0.8.14___1455",0.8.14,0.0,0,0.975
getCurrentPrice()_v0.8.0___1456,0.8.0,0.3247,0,0.9769
implementation()_v2_v0.8.9___1457,0.8.9,0.0,0,0.9971
renounceOwnership()_v319_v0.8.11___1458,0.8.11,0.6703,0,0.9999
updateMaxAmount(uint256)_v0.8.12___1459,0.8.12,0.6961,0,0.9984
approvalStable(address)_v0.8.4___1460,0.8.4,0.0,0,0.989
"create_tranche(uint256,uint256)_v2_v0.8.1___1461",0.8.1,0.0,0,0.9164
setSigner(address)_v2_v0.8.13___1462,0.8.13,0.0,0,0.9896
manualsend()_v2562_v0.8.4___1463,0.8.4,0.4212,0,0.9985
DOMAIN_SEPARATOR()_v5_v0.8.4___1464,0.8.4,0.0542,0,0.912
cancelSwap(uint256)_v0.8.7___1465,0.8.7,0.0,0,0.9921
royaltyFee(uint256)_v0.8.4___1466,0.8.4,0.0,0,0.9613
addAuthorization(address)_v0.8.19___1467,0.8.19,0.0,0,0.9929
setSwapEnabled(bool)_v0.8.17___1468,0.8.17,0.2609,0,0.9922
cancel(uint256)_v0.8.4___1469,0.8.4,0.0,0,0.974
manualSwap()_v111_v0.8.19___1470,0.8.19,0.0,0,0.9847
depositInConvex(uint256)_v0.8.3___1471,0.8.3,0.0,0,0.9501
"updateBuyFees(uint256,uint256,uint256)_v17_v0.8.15___1472",0.8.15,0.0,0,0.9925
message()_v0.8.0___1473,0.8.0,0.0007,0,0.9552
setMaster(address)_v0.8.12___1474,0.8.12,0.0,0,0.9857
"toTimestamp(uint16,uint8,uint8,uint8,uint8,uint8)_v0.8.3___1475",0.8.3,0.0,0,0.9401
getAdmin()_v0.8.6___1476,0.8.6,0.2592,0,0.9687
getMonth(uint256)_v4_v0.8.4___1477,0.8.4,0.0,0,0.9897
teamWallet()_v0.8.19___1478,0.8.19,0.3901,0,0.9711
acceptOwnership()_v2_v0.8.4___1479,0.8.4,0.0,0,0.9806
getConfirmations(uint256)_v0.8.17___1480,0.8.17,0.0,0,0.9222
"stake(uint256,uint256)_v0.8.4___1481",0.8.4,0.0,0,0.9538
changeSafeguardStatus()_v0.8.1___1482,0.8.1,0.0,0,0.9744
"executeTransaction(address,uint256,string,bytes,uint256)_v0.8.10___1483",0.8.10,0.0189,0,0.9484
getKillBountyRate(address)_v0.8.6___1484,0.8.6,0.0,0,0.9676
updateMarketingAddress(address)_v4_v0.8.4___1485,0.8.4,0.0,0,0.9939
mint(uint256)_v147_v0.8.17___1486,0.8.17,0.2248,0,0.9937
KillBot(address)_v0.8.4___1487,0.8.4,0.0,0,0.9921
tip()_v0.8.7___1488,0.8.7,0.0,0,0.9936
"aggregate((address,bytes)_v2_v0.8.17___1489",0.8.17,0.1685,0,0.9908
isExcludedFromReflection(address)_v0.8.7___1490,0.8.7,0.8071,0,0.9976
setManager(address)_v0.8.0___1491,0.8.0,0.5005,0,0.9946
enableTrading()_v70_v0.8.11___1492,0.8.11,0.4859,0,0.9989
get_contract_balance()_v0.8.0___1493,0.8.0,0.7825,0,0.9945
changeMarketingWallet(address)_v0.8.18___1494,0.8.18,0.0,0,0.9835
removeStrictTxLimit()_v16_v0.8.4___1495,0.8.4,0.6011,0,0.9979
changeTreasuryWallet(address)_v0.8.0___1496,0.8.0,0.0,0,0.9857
lockNFT(uint256)_v6_v0.8.0___1497,0.8.0,0.0,0,0.994
"setKeeper(address,bool)_v0.8.0___1498",0.8.0,0.2543,0,0.9907
revoke(address)_v3_v0.8.0___1499,0.8.0,0.0,0,0.9419
Start(address)_v0.8.10___1500,0.8.10,0.0,0,0.9817
"updateBuyFees(uint256,uint256,uint256)_v204_v0.8.9___1501",0.8.9,0.7607,0,0.9905
"userInfo(uint256,address)_v0.8.0___1502",0.8.0,0.0,0,0.8618
"updateSellFees(uint256,uint256,uint256)_v64_v0.8.9___1503",0.8.9,0.6885,0,0.9899
transferOwnership(address)_v120_v0.8.4___1504,0.8.4,0.4986,0,0.9977
excludeFromFees(address)_v18_v0.8.4___1505,0.8.4,0.353,0,0.9906
setMaxWalletPercent_base1000(uint256)_v0.8.10___1506,0.8.10,0.1628,0,0.9946
renounceOwnership()_v609_v0.8.13___1507,0.8.13,0.7911,0,0.9991
mint()_v2_v0.8.16___1508,0.8.16,0.0,0,0.9926
unauthorise(address)_v0.8.0___1509,0.8.0,0.0,0,0.9871
getCirculatingSupply()_v24_v0.8.17___1510,0.8.17,0.4483,0,0.9901
exchnageToken(uint256)_v0.8.0___1511,0.8.0,0.0,0,0.9939
updateDevWallet(address)_v2_v0.8.0___1512,0.8.0,0.582,0,0.9935
setTaxAddress(address)_v0.8.11___1513,0.8.11,0.0,0,0.9955
mint()_v5_v0.8.17___1514,0.8.17,0.1876,0,0.9784
setBuyFee(uint256)_v8_v0.8.4___1515,0.8.4,0.0,0,0.991
openTrading()_v154_v0.8.0___1516,0.8.0,0.8492,0,0.9988
"burn(address,uint256)_v0.8.0___1517",0.8.0,0.0654,0,0.9785
"isOverLiquified(uint256,uint256)_v5_v0.8.0___1518",0.8.0,0.0,0,0.9194
setMaxWalletPercent_base100(uint256)_v0.8.12___1519,0.8.12,0.0,0,0.9987
"excludeFromFees(address,bool)_v2_v0.8.15___1520",0.8.15,0.7192,0,0.9958
setFeeRate(uint256)_v0.8.4___1521,0.8.4,0.0,0,0.9856
withdraw(address)_v0.8.6___1522,0.8.6,0.0,0,0.9886
removeStrictTxLimit()_v144_v0.8.4___1523,0.8.4,0.6011,0,0.9978
"rescueERC20(address,uint256)_v0.8.17___1524",0.8.17,0.0,0,0.9958
"withdrawTo(address,uint256)_v0.8.2___1525",0.8.2,0.0,0,0.9483
"withdraw(uint256,uint256)_v4_v0.8.16___1526",0.8.16,0.0,0,0.9774
mintCommon()_v0.8.7___1527,0.8.7,0.0,0,0.9893
setFundAddress(address)_v3_v0.8.14___1528,0.8.14,0.0,0,0.9919
ownerTransfership(address)_v0.8.4___1529,0.8.4,0.401,0,0.9945
reduceFee(uint256)_v665_v0.8.17___1530,0.8.17,0.3202,0,0.998
updateSwap(bool)_v0.8.9___1531,0.8.9,1.0,1,1.0
seedMarket()_v4_v0.8.9___1532,0.8.9,0.0,0,0.899
withdrawRewards()_v0.8.7___1533,0.8.7,0.0,0,0.9785
removeFromWhitelist(address)_v5_v0.8.6___1534,0.8.6,0.0,0,0.9935
removeFromBlackList(address)_v2_v0.8.7___1535,0.8.7,0.0,0,0.9908
pauseGame()_v0.8.17___1536,0.8.17,0.5969,0,0.998
"setAutomatedMarketMakerPair(address,bool)_v134_v0.8.17___1537",0.8.17,0.4735,0,0.9875
RenounceOwnership(address)_v12_v0.8.0___1538,0.8.0,0.0,0,0.9967
"updateSellFees(uint256,uint256,uint256)_v582_v0.8.10___1539",0.8.10,0.7181,0,0.9999
ExcludeAccountFromFees(address)_v0.8.16___1540,0.8.16,0.3928,0,0.9916
"updateRewardFunction(uint256,uint256)_v0.8.3___1541",0.8.3,0.0,0,0.9857
reduceFee(uint256)_v207_v0.8.17___1542,0.8.17,0.4111,0,0.9975
updateBuyFees(uint256)_v3_v0.8.10___1543,0.8.10,0.2092,0,0.9953
setMarketingWallet(address)_v10_v0.8.9___1544,0.8.9,0.0,0,0.9912
setMarketingPercentage(uint256)_v0.8.0___1545,0.8.0,0.0,0,0.9937
setMaxBuyEnabled(bool)_v2_v0.8.4___1546,0.8.4,0.0,0,0.9988
addApprovedOBO(address)_v0.8.16___1547,0.8.16,0.0,0,0.9804
updateMaxWalletAmount(uint256)_v42_v0.8.17___1548,0.8.17,0.2712,0,0.9942
excludeFromFee(address)_v15_v0.8.10___1549,0.8.10,0.658,0,0.9975
"safeTransferFrom(address,address,uint256,uint256,bytes)_v0.8.7___1550",0.8.7,0.0,0,0.9433
isAntiBot()_v0.8.4___1551,0.8.4,0.0,0,0.9756
changeOwner_fixed(address)_v0.8.16___1552,0.8.16,0.0,0,0.9822
minVeFXSForMaxBoost(address)_v0.8.0___1553,0.8.0,0.2936,0,0.9743
acceptOwnership()_v6_v0.8.4___1554,0.8.4,0.135,0,0.9961
rmBlacklist(address)_v0.8.7___1555,0.8.7,0.0,0,0.9907
"transfer(address,uint256,bytes)_v0.8.4___1556",0.8.4,0.5247,0,0.9972
"withdraw(address,uint256)_v17_v0.8.0___1557",0.8.0,0.0,0,0.9947
"clearBoxWithPrivacy(uint256,bytes32)_v0.8.6___1558",0.8.6,0.0,0,0.9527
openTrading()_v547_v0.8.0___1559,0.8.0,0.8492,0,0.9976
update()_v0.8.0___1560,0.8.0,0.0,0,0.9563
setCompanyAddress(address)_v0.8.11___1561,0.8.11,0.0,0,0.9758
balance()_v2_v0.8.0___1562,0.8.0,0.0,0,0.9891
enableTrading()_v236_v0.8.9___1563,0.8.9,0.0981,0,0.9703
setPublicSale(bool)_v0.8.4___1564,0.8.4,0.3247,0,0.9895
checkBidder()_v0.8.3___1565,0.8.3,0.0,0,0.9681
"transferEth(uint256,address)_v0.8.7___1566",0.8.7,0.0,0,0.9752
"modifyTwoParameters(address,address,bytes32,bytes32,bytes32,bytes32,uint256,uint256)_v0.8.13___1567",0.8.13,0.0,0,0.9814
releaseToken(address)_v2_v0.8.0___1568,0.8.0,0.0,0,0.8907
getApproved(uint256)_v75_v0.8.4___1569,0.8.4,0.0,0,0.9923
setStakingContract(address)_v4_v0.8.0___1570,0.8.0,0.0,0,0.9916
"doTransfer(address,address,uint256)_v0.8.0___1571",0.8.0,0.1253,0,0.9901
includeAddress(address)_v0.8.9___1572,0.8.9,0.0,0,0.9938
updateSwapTokensAtAmount(uint256)_v266_v0.8.9___1573,0.8.9,0.3231,0,0.9584
setNFTToken(address)_v0.8.0___1574,0.8.0,0.0,0,0.9896
cancelBox(uint256)_v0.8.6___1575,0.8.6,0.0,0,0.9661
getMaxSupply()_v0.8.13___1576,0.8.13,0.0,0,0.9883
"setFee(uint256,uint256,uint256,uint256)_v449_v0.8.9___1577",0.8.9,0.677,0,0.9989
ripemd160(bytes)_v0.8.4___1578,0.8.4,0.6414,0,0.9908
capReached()_v4_v0.8.0___1579,0.8.0,0.6407,0,0.9883
"updateSellFees(uint256,uint256,uint256)_v96_v0.8.9___1580",0.8.9,0.4925,0,0.9894
setBuyFee(uint256)_v9_v0.8.4___1581,0.8.4,0.0,0,0.9945
setPauseAdmin(address)_v0.8.0___1582,0.8.0,0.0,0,0.9889
setSellMultiplier(uint256)_v0.8.11___1583,0.8.11,0.2397,0,0.9908
touch_of_fatigue()_v0.8.7___1584,0.8.7,0.0,0,0.8619
manualsend()_v41_v0.8.14___1585,0.8.14,0.4012,0,0.9965
changeTaxWallet(address)_v0.8.4___1586,0.8.4,0.0,0,0.9456
unregisterBlacklist(address)_v0.8.0___1587,0.8.0,0.0,0,0.9946
"blacklist(address,bool)_v23_v0.8.0___1588",0.8.0,0.0,0,0.9789
"setSellFees(uint256,uint256,uint256,uint256,uint256,uint256)_v4_v0.8.7___1589",0.8.7,0.0949,0,0.9914
"updateSellFees(uint256,uint256,uint256,uint256,uint256)_v4_v0.8.9___1590",0.8.9,0.8873,0,1.0
setTimelock(address)_v0.8.0___1591,0.8.0,0.0,0,0.9935
"rawFulfillRandomness(bytes32,uint256)_v0.8.4___1592",0.8.4,0.0,0,0.9686
cancelVote()_v0.8.0___1593,0.8.0,0.0,0,0.984
oracle()_v2_v0.8.9___1594,0.8.9,0.0,0,0.8816
setMaxTxAmount(uint256)_v3_v0.8.15___1595,0.8.15,0.4959,0,0.9945
seedMarket()_v3_v0.8.17___1596,0.8.17,0.0,0,0.9934
getAssetSource()_v0.8.4___1597,0.8.4,0.7081,0,0.9863
claimReward()_v0.8.17___1598,0.8.17,0.018,0,0.9546
setTxLimit(uint24)_v0.8.7___1599,0.8.7,0.0,0,0.9802
renounceOwnership()_v148_v0.8.13___1600,0.8.13,0.3117,0,0.9782
updateSellFees(uint256)_v0.8.15___1601,0.8.15,0.1746,0,0.9847
openTrading()_v529_v0.8.0___1602,0.8.0,0.8492,0,0.9983
"setFee(uint256,uint256,uint256,uint256)_v2971_v0.8.9___1603",0.8.9,0.2749,0,0.9865
pause(bool)_v31_v0.8.0___1604,0.8.0,0.4671,0,0.9951
release()_v8_v0.8.0___1605,0.8.0,0.0,0,0.9549
setMaxWallet(uint256)_v4_v0.8.19___1606,0.8.19,0.0,0,0.9809
"approve(address,bool)_v0.8.0___1607",0.8.0,0.0,0,0.9923
setMaxTxnAmount(uint256)_v241_v0.8.7___1608,0.8.7,0.3216,0,0.9947
sayHelloWorld()_v0.8.13___1609,0.8.13,0.8265,0,0.9988
"unstake(address,address)_v0.8.6___1610",0.8.6,0.0,0,0.9739
"updateSellFees(uint256,uint256,uint256)_v5_v0.8.19___1611",0.8.19,0.218,0,0.989
unbanBot(address)_v0.8.9___1612,0.8.9,0.0,0,0.9987
removeAllLimits()_v2_v0.8.4___1613,0.8.4,0.0,0,0.9977
beneficiary()_v0.8.4___1614,0.8.4,0.0,0,0.9631
userInfo(address)_v0.8.17___1615,0.8.17,0.0,0,0.8479
getRewardForDuration()_v0.8.6___1616,0.8.6,0.0,0,0.9917
upgradeTo(address)_v2_v0.8.17___1617,0.8.17,0.0,0,0.9967
countVotes(uint256)_v0.8.0___1618,0.8.0,0.0,0,0.9696
"updateRateAndModifyParameters(address,bytes32,uint256)_v0.8.13___1619",0.8.13,0.0,0,0.9667
updateMarketingAddress(address)_v6_v0.8.16___1620,0.8.16,0.0,0,0.9959
"seize(address,uint256)_v0.8.10___1621",0.8.10,0.0,0,0.9937
openTrading()_v586_v0.8.0___1622,0.8.0,0.8492,0,0.9981
renounceOwnership()_v1032_v0.8.15___1623,0.8.15,0.0,0,0.9932
transferOwnership(address)_v109_v0.8.14___1624,0.8.14,0.0,0,0.983
setMaxWalletAmount(uint256)_v4_v0.8.10___1625,0.8.10,0.0,0,0.9948
claimNFT(uint256)_v0.8.14___1626,0.8.14,0.0,0,0.9926
updateMaxWalletAmount(uint256)_v380_v0.8.10___1627,0.8.10,0.456,0,0.991
"setFee(uint256,uint256,uint256,uint256)_v1458_v0.8.9___1628",0.8.9,0.0,0,0.9762
"setFee(uint256,uint256,uint256,uint256)_v3655_v0.8.9___1629",0.8.9,0.5652,0,0.9952
"deploy(bytes,uint256)_v3_v0.8.0___1630",0.8.0,0.0,0,0.9767
acceptOwner()_v0.8.0___1631,0.8.0,0.0,0,0.9911
"updateSellFees(uint256,uint256,uint256,uint256)_v101_v0.8.10___1632",0.8.10,0.4267,0,0.9968
setSellFee(uint256)_v0.8.14___1633,0.8.14,0.0,0,0.9868
stopTrade()_v0.8.7___1634,0.8.7,0.5969,0,0.9994
nextBatch()_v0.8.7___1635,0.8.7,0.0,0,0.9789
"withdrawCollateral(address,address,uint256)_v0.8.0___1636",0.8.0,0.0,0,0.9865
setLiquidityAddress(address)_v2_v0.8.16___1637,0.8.16,0.3247,0,0.9956
setMintPrice(uint256)_v0.8.10___1638,0.8.10,0.2907,0,0.9952
deposit(uint256)_v0.8.17___1639,0.8.17,0.0,0,0.8951
manualSwap()_v3_v0.8.10___1640,0.8.10,0.0,0,0.9786
"setFees(uint256,uint256)_v10_v0.8.10___1641",0.8.10,0.0,0,0.9914
fetch(address)_v0.8.0___1642,0.8.0,0.2738,0,0.9972
openTrading()_v245_v0.8.17___1643,0.8.17,0.0,0,0.9845
updateMaxWalletAmount(uint256)_v38_v0.8.0___1644,0.8.0,0.7432,0,0.9999
getTotalToClaimNowByBeneficiary(address)_v0.8.1___1645,0.8.1,0.0318,0,0.9711
transferOwnership(address)_v120_v0.8.5___1646,0.8.5,0.0,0,0.9916
updateStakingAddress(address)_v0.8.11___1647,0.8.11,0.0,0,0.9947
performUpkeep(bytes)_v0.8.0___1648,0.8.0,0.0,0,0.9759
getTotalClaimed()_v0.8.7___1649,0.8.7,0.4671,0,0.9958
balanceOfERAC(uint256)_v2_v0.8.0___1650,0.8.0,0.0119,0,0.9587
setBaseURI(string)_v0.8.10___1651,0.8.10,0.0,0,0.996
"owners(uint256,uint256)_v0.8.0___1652",0.8.0,0.0,0,0.9735
"updateFees(uint256,uint256,uint256,uint256,uint256,uint256)_v19_v0.8.9___1653",0.8.9,0.0,0,0.9933
getBurnedTokens()_v0.8.15___1654,0.8.15,0.0,0,0.9841
"decreaseAllowance(address,uint256)_v235_v0.8.7___1655",0.8.7,0.9299,0,0.9998
rescueToken(address)_v2_v0.8.0___1656,0.8.0,0.4374,0,0.9937
updateMaxBuyAmount(uint256)_v2_v0.8.17___1657,0.8.17,0.275,0,0.9738
"setBuyFees(uint256,uint256,uint256)_v2_v0.8.10___1658",0.8.10,0.3575,0,0.9919
execute()_v0.8.0___1659,0.8.0,0.1422,0,0.9808
"getMessageHash(uint256,uint256)_v0.8.6___1660",0.8.6,0.3238,0,0.9852
withdraw()_v65_v0.8.7___1661,0.8.7,0.6435,0,0.9952
getProtocolFee()_v0.8.9___1662,0.8.9,0.0,0,0.9578
claim()_v0.8.7___1663,0.8.7,0.0,0,0.9838
renounceOwnership()_v247_v0.8.19___1664,0.8.19,0.3117,0,0.9858
withdrawUSDC(address)_v0.8.0___1665,0.8.0,0.0,0,0.984
setController(address)_v0.8.6___1666,0.8.6,0.4273,0,0.9913
setVestingDuration(uint256)_v0.8.0___1667,0.8.0,0.0,0,0.9928
updateLiquidityWallet(address)_v5_v0.8.9___1668,0.8.9,0.476,0,0.9946
"updateRouterAndPair(address,address)_v3_v0.8.7___1669",0.8.7,0.3316,0,0.9939
mint(uint256)_v23_v0.8.4___1670,0.8.4,0.0619,0,0.9723
"setApprovalForAll(address,bool)_v82_v0.8.4___1671",0.8.4,0.0,0,0.9968
isVIP(address)_v0.8.0___1672,0.8.0,0.0,0,0.9941
change_owner(address)_v3_v0.8.18___1673,0.8.18,0.658,0,0.9993
"onERC1155BatchReceived(address,address,uint256[],uint256[],bytes)_v13_v0.8.0___1674",0.8.0,0.4123,0,0.9938
SwapContractToken()_v4_v0.8.17___1675,0.8.17,0.0,0,0.987
getUserInfo(address)_v2_v0.8.6___1676,0.8.6,0.0,0,0.867
"convert(address,address,uint256)_v0.8.16___1677",0.8.16,0.0,0,0.9514
changeWETH(address)_v0.8.0___1678,0.8.0,0.0,0,0.9888
withdraw(uint256)_v5_v0.8.10___1679,0.8.10,0.214,0,0.9908
token()_v3_v0.8.0___1680,0.8.0,0.0,0,0.9619
disallow(address)_v0.8.4___1681,0.8.4,0.0,0,0.9692
isOwner(address)_v2_v0.8.9___1682,0.8.9,0.4408,0,0.9959
"updateBuyFees(uint256,uint256,uint256,uint256,uint256)_v0.8.11___1683",0.8.11,0.4042,0,0.9695
setFundsDestination(address)_v0.8.9___1684,0.8.9,0.0,0,0.9863
updateDevWallet(address)_v573_v0.8.10___1685,0.8.10,0.0,0,0.9901
mint(uint256)_v8_v0.8.7___1686,0.8.7,0.1768,0,0.9915
fallbackSwap(uint256)_v3_v0.8.0___1687,0.8.0,0.0,0,0.9641
burn(address)_v2_v0.8.19___1688,0.8.19,0.0,0,0.9837
addCaller(address)_v0.8.12___1689,0.8.12,0.0,0,0.989
"burnFrom(address,uint256)_v16_v0.8.0___1690",0.8.0,0.0,0,0.9912
updateGasForProcessing(uint256)_v2_v0.8.4___1691,0.8.4,0.4149,0,0.9983
enableTrading()_v9_v0.8.18___1692,0.8.18,0.0,0,0.9905
ownerOf(uint256)_v4_v0.8.19___1693,0.8.19,0.2348,0,0.9868
"setCooldownEnabled(bool,bool)_v2_v0.8.1___1694",0.8.1,0.0,0,0.9915
"burntoken(address,uint256)_v0.8.0___1695",0.8.0,0.0,0,0.9932
"increaseAllowance(address,uint256)_v1594_v0.8.0___1696",0.8.0,0.5827,0,0.9962
Description()_v0.8.9___1697,0.8.9,0.0,0,0.909
buyTokens()_v0.8.2___1698,0.8.2,0.0041,0,0.9535
refill(uint256)_v0.8.11___1699,0.8.11,0.0,0,0.9748
setPair(address)_v5_v0.8.0___1700,0.8.0,0.0,0,0.9981
addBot(address)_v9_v0.8.4___1701,0.8.4,0.3368,0,0.994
"updateBuyFees(uint256,uint256,uint256)_v37_v0.8.15___1702",0.8.15,0.0,0,0.9876
setOwner(address)_v3_v0.8.11___1703,0.8.11,0.0,0,0.9885
"excludeFromFees(address,bool)_v9_v0.8.8___1704",0.8.8,0.8003,0,0.9993
"balanceOf(address,uint256)_v6_v0.8.0___1705",0.8.0,0.0,0,0.9696
"mint(address,uint256)_v2_v0.8.12___1706",0.8.12,0.1876,0,0.9906
updateMaxWalletAmount(uint256)_v10_v0.8.14___1707,0.8.14,0.456,0,0.991
withdraw()_v98_v0.8.4___1708,0.8.4,0.0,0,0.9912
updateLatestTime()_v0.8.4___1709,0.8.4,0.0,0,0.9189
extractOldTokens()_v0.8.4___1710,0.8.4,0.3816,0,0.9876
slowPriceRange()_v0.8.0___1711,0.8.0,0.0,0,0.9632
setAuthorizedCaller(address)_v0.8.0___1712,0.8.0,0.5555,0,0.9948
deny(address)_v2_v0.8.7___1713,0.8.7,0.0,0,0.9932
