function,version,bleu4,exact_match,normalized_match
"nodeCount(address,address)_v0.8.6___804",0.8.6,0.0,0,0
transferOwnership(address)_v162_v0.8.17___805,0.8.17,0.2853,0,0
getHour(uint256)_v0.8.0___806,0.8.0,0.0,0,0
"updateSellFees(uint256,uint256,uint256)_v617_v0.8.10___807",0.8.10,0.8624,0,0
freeze()_v4_v0.8.0___808,0.8.0,0.0,0,0
updateGasForTransfer(uint256)_v3_v0.8.4___809,0.8.4,0.0,0,0
updateMaxWalletAmount(uint256)_v76_v0.8.9___810,0.8.9,0.2213,0,0
launch()_v0.8.4___811,0.8.4,0.0,0,0
launchAutz()_v0.8.4___812,0.8.4,0.0,0,0
changeMaxTxAmount(uint256)_v51_v0.8.16___813,0.8.16,0.0,0,0
"setApprovalForAll(address,bool)_v174_v0.8.13___814",0.8.13,0.0,0,0
setUpperBound(uint192)_v0.8.1___815,0.8.1,0.0,0,0
transferOwnership(address)_v29_v0.8.11___816,0.8.11,0.46,0,0
"addTimeLock(address,uint256,uint256)_v0.8.0___817",0.8.0,0.0,0,0
removeLimits()_v328_v0.8.4___818,0.8.4,0.2521,0,0
blacklist(address)_v12_v0.8.0___819,0.8.0,0.0,0,0
"rescueERC20(address,uint256)_v2_v0.8.19___820",0.8.19,0.4497,0,0
excludeFromDividends(address)_v6_v0.8.13___821,0.8.13,0.0,0,0
unstake(address)_v2_v0.8.6___822,0.8.6,0.0,0,0
setmaxSupply(uint256)_v0.8.1___823,0.8.1,1.0,1,1
setTax(uint16)_v2_v0.8.7___824,0.8.7,0.0,0,0
"setFee(uint256,uint256)_v3_v0.8.4___825",0.8.4,0.0,0,0
"setBuyFee(uint256,uint256,uint256)_v0.8.5___826",0.8.5,0.0,0,0
transferOwnership(address)_v415_v0.8.0___827,0.8.0,0.4609,0,0
Try(string)_v2_v0.8.0___828,0.8.0,0.0,0,0
projects()_v0.8.6___829,0.8.6,0.3508,0,0
addKYCpassed(address)_v0.8.7___830,0.8.7,0.0,0,0
setDiscountPrice(uint256)_v0.8.0___831,0.8.0,0.0,0,0
"withdrawWithPermit(address,uint256,uint256,uint256,bytes32,uint256)_v0.8.4___832",0.8.4,0.0,0,0
"setAutomatedMarketMakerPair(address,bool)_v11_v0.8.4___833",0.8.4,0.568,0,0
basefee_global()_v0.8.15___834,0.8.15,0.0,0,0
"lockBorrowWithdraw(address,uint256,uint256,address)_v0.8.1___835",0.8.1,0.0,0,0
setup(address)_v19_v0.8.9___836,0.8.9,0.0,0,0
unlockGift()_v0.8.0___837,0.8.0,0.1572,0,0
"deployModule(address,bytes,uint256)_v0.8.0___838",0.8.0,0.0,0,0
setBuyTax(uint256)_v2_v0.8.14___839,0.8.14,0.0,0,0
totalBalance()_v0.8.10___840,0.8.10,0.0,0,0
"setFee(uint256,uint256,uint256,uint256)_v501_v0.8.4___841",0.8.4,0.1694,0,0
burn()_v6_v0.8.0___842,0.8.0,0.0,0,0
"updateSellFees(uint256,uint256,uint256)_v10_v0.8.13___843",0.8.13,0.4518,0,0
"safeTransferFrom(address,address,uint256,bytes)_v161_v0.8.13___844",0.8.13,0.0924,0,0
setSwapAndLiquifyByLimitOnly(bool)_v0.8.3___845,0.8.3,0.3247,0,0
setDevWallet(address)_v7_v0.8.4___846,0.8.4,0.0,0,0
"setDistributionCriteria(uint256,uint256,uint256)_v3_v0.8.17___847",0.8.17,0.2029,0,0
isB(address)_v0.8.0___848,0.8.0,0.4172,0,1
get_eth()_v0.8.4___849,0.8.4,0.0,0,0
RemoveETH()_v0.8.4___850,0.8.4,0.0,0,0
pauseCapital(address)_v0.8.0___851,0.8.0,0.0,0,0
renounceOwnership()_v232_v0.8.17___852,0.8.17,0.3955,0,0
"destroy(address,uint256)_v0.8.0___853",0.8.0,0.0,0,0
getOrderCount()_v0.8.8___854,0.8.8,0.0,0,0
isLocked()_v0.8.10___855,0.8.10,0.6407,0,0
withdrawNative()_v0.8.4___856,0.8.4,0.0,0,0
transferOwnership(address)_v120_v0.8.6___857,0.8.6,0.0,0,0
emergency_withdraw()_v0.8.7___858,0.8.7,0.4172,0,0
sell(bool)_v0.8.0___859,0.8.0,0.0,0,0
setRequiredAuthority(address)_v3_v0.8.0___860,0.8.0,0.0,0,0
removeFromWhitelist(address[])_v0.8.9___861,0.8.9,0.1944,0,0
updateRewardToken(address)_v0.8.17___862,0.8.17,0.0,0,0
"swapExactETHForERC20(address,address,uint256)_v0.8.0___863",0.8.0,0.0,0,0
changeTxLimit(uint256)_v2_v0.8.13___864,0.8.13,0.3002,0,0
manualsend()_v105_v0.8.4___865,0.8.4,0.7612,0,1
"mul(int256,int256)_v0.8.16___866",0.8.16,0.8003,0,0
reclaimNative(uint256)_v0.8.0___867,0.8.0,0.0,0,0
changeAdmin(address)_v4_v0.8.4___868,0.8.4,0.0,0,0
claimAll()_v0.8.12___869,0.8.12,0.0,0,0
"setRewardParams(uint128,uint64)_v0.8.0___870",0.8.0,0.0,0,0
claim()_v3_v0.8.13___871,0.8.13,0.0,0,0
removeMember(address)_v2_v0.8.0___872,0.8.0,0.0,0,0
"setRate(uint256,uint256)_v0.8.17___873",0.8.17,0.0,0,0
withdraw()_v14_v0.8.0___874,0.8.0,0.0,0,0
withdrawETH(address)_v2_v0.8.0___875,0.8.0,0.0,0,0
tradingStatus(bool)_v18_v0.8.7___876,0.8.7,0.0915,0,0
addAddressToBlacklist(address)_v0.8.17___877,0.8.17,0.0,0,0
setMaxTxPercent(uint256)_v2_v0.8.9___878,0.8.9,0.3247,0,0
transferOwnership(address)_v1859_v0.8.4___879,0.8.4,0.1423,0,0
claim()_v0.8.2___880,0.8.2,0.0,0,0
setMaxWallet(uint256)_v2_v0.8.15___881,0.8.15,0.0,0,0
getBytes32(bytes32)_v0.8.9___882,0.8.9,0.0,0,0
buyBackAndBurnTokens(uint256)_v0.8.6___883,0.8.6,0.0,0,0
isBlacklisted(address)_v2_v0.8.12___884,0.8.12,0.4833,0,0
"decreaseAllowance(address,uint256)_v6761_v0.8.0___885",0.8.0,0.4447,0,0
setStartTime(uint256)_v6_v0.8.0___886,0.8.0,0.0,0,1
stake(uint256)_v4_v0.8.0___887,0.8.0,0.0,0,0
removeFromWhitelist(address)_v0.8.11___888,0.8.11,0.0,0,0
getProfit(address)_v0.8.13___889,0.8.13,0.0,0,0
execute()_v23_v0.8.6___890,0.8.6,0.0326,0,0
setMaxWalletAmount(uint256)_v13_v0.8.4___891,0.8.4,0.0542,0,0
withdrawAll()_v0.8.14___892,0.8.14,0.1896,0,0
"convertTwoUniversal(address,address,uint256)_v0.8.6___893",0.8.6,0.0,0,0
"addSeconds(uint256,uint256)_v0.8.4___894",0.8.4,0.1551,0,0
setFee(uint256)_v4_v0.8.0___895,0.8.0,0.0,0,0
"recoverTokens(address,uint256)_v2_v0.8.0___896",0.8.0,0.283,0,0
"reflectionFromToken(address,address,uint256,bool)_v0.8.4___897",0.8.4,0.0,0,0
getUnlockedBalance(address)_v0.8.0___898,0.8.0,0.0204,0,0
setMaxTxnAmount(uint256)_v1195_v0.8.4___899,0.8.4,0.0876,0,0
setOwner(address)_v39_v0.8.0___900,0.8.0,0.7398,0,0
addBot(address)_v0.8.9___901,0.8.9,0.0,0,0
swapTokensForEth(uint256)_v0.8.9___902,0.8.9,0.2611,0,0
"setFees(uint256,uint256)_v7_v0.8.18___903",0.8.18,0.0,0,0
totalDividendsDistributed()_v2_v0.8.16___904,0.8.16,0.0,0,0
excludeWhitelist(address)_v0.8.0___905,0.8.0,0.0,0,0
"updateRewardOnTransfer(address,address)_v0.8.0___906",0.8.0,0.0,0,0
DOMAIN_INFO()_v2_v0.8.6___907,0.8.6,0.0537,0,0
tokenURI(uint256)_v83_v0.8.0___908,0.8.0,0.1407,0,0
getBalance()_v0.8.16___909,0.8.16,0.7071,0,0
"decreaseAllowance(address,uint256)_v1177_v0.8.0___910",0.8.0,0.0,0,0
owner()_v4349_v0.8.7___911,0.8.7,0.4671,0,0
"precalculateUserLocked(address,uint256)_v0.8.4___912",0.8.4,0.0,0,0
"anySwapFeeTo(address,uint256)_v0.8.0___913",0.8.0,0.0,0,0
updatePayoutRate(uint256)_v0.8.4___914,0.8.4,0.0,0,0
setSigner(address)_v0.8.4___915,0.8.4,0.0,0,0
pause()_v54_v0.8.0___916,0.8.0,0.0,0,0
executeTransaction(uint256)_v4_v0.8.10___917,0.8.10,0.1653,0,0
setQuoteETH_BRZ(uint256)_v0.8.4___918,0.8.4,0.0,0,0
setOwner(address)_v30_v0.8.0___919,0.8.0,0.0,0,0
transferBalance()_v0.8.3___920,0.8.3,0.0,0,0
"setFeeExempt(address,bool)_v9_v0.8.7___921",0.8.7,0.0,0,0
transferOwnership()_v2_v0.8.9___922,0.8.9,0.0,0,0
transferIssuer(address)_v0.8.0___923,0.8.0,0.0,0,0
reflect(uint256)_v3_v0.8.4___924,0.8.4,0.0,0,0
unlockAccount(address)_v0.8.0___925,0.8.0,0.0,0,0
getClue()_v0.8.8___926,0.8.8,0.8071,0,1
"withdrawToken(address,uint256)_v5_v0.8.0___927",0.8.0,0.0,0,0
openTrading()_v426_v0.8.4___928,0.8.4,0.0,0,0
setFeeRate(uint256)_v0.8.0___929,0.8.0,0.0,0,0
"burn(address,uint256)_v40_v0.8.0___930",0.8.0,0.5877,0,1
getAllocation(address)_v2_v0.8.6___931,0.8.6,0.0,0,0
setGlobalPause(bool)_v0.8.17___932,0.8.17,0.0,0,1
"setState(uint256,uint256)_v0.8.13___933",0.8.13,0.0372,0,0
"gt(address,address)_v0.8.4___934",0.8.4,0.2223,0,0
getBaseURI()_v0.8.0___935,0.8.0,0.5348,0,0
"airDrop(address[],uint256[])_v0.8.4___936",0.8.4,0.0,0,0
updateRewardToken(address)_v0.8.13___937,0.8.13,0.1463,0,0
post(string)_v4_v0.8.0___938,0.8.0,0.0,0,0
update()_v0.8.4___939,0.8.4,0.0,0,0
withdraw(address)_v2_v0.8.7___940,0.8.7,0.0,0,0
setRandomSeed(uint256)_v0.8.0___941,0.8.0,0.0,0,0
adspaceTimeRemaining(bytes32)_v0.8.0___942,0.8.0,0.0,0,0
setReservePrice(uint256)_v0.8.7___943,0.8.7,0.0,0,0
prepareForPreSale()_v0.8.4___944,0.8.4,0.0438,0,0
_setMaxTxAmount(uint256)_v71_v0.8.4___945,0.8.4,0.7195,0,0
approveMax(address)_v72_v0.8.17___946,0.8.17,0.0,0,0
claimRewards(address)_v6_v0.8.0___947,0.8.0,0.0,0,0
SetOwner(address)_v0.8.15___948,0.8.15,0.0,0,0
"setFees(uint256,uint256,uint256,uint256)_v14_v0.8.5___949",0.8.5,0.0,0,0
"getAmountStaked(bool,address)_v2_v0.8.3___950",0.8.3,0.0,0,0
withdraw()_v116_v0.8.4___951,0.8.4,0.0,0,0
withdrawFee(address)_v0.8.19___952,0.8.19,0.0,0,0
"increaseAllowance(address,uint256)_v62_v0.8.6___953",0.8.6,0.2371,0,0
checkFundAllowed()_v0.8.4___954,0.8.4,0.0,0,0
distribute()_v3_v0.8.0___955,0.8.0,0.0,0,0
setTrading(bool)_v659_v0.8.4___956,0.8.4,0.658,0,1
setPair(address)_v0.8.10___957,0.8.10,0.0,0,0
"setFee(uint256,uint256)_v2_v0.8.7___958",0.8.7,0.0,0,0
getApproved(uint256)_v119_v0.8.17___959,0.8.17,0.4833,0,0
getLatestPrice()_v0.8.4___960,0.8.4,0.1334,0,0
"lockAccount(address,uint256)_v0.8.0___961",0.8.0,0.0,0,0
"setAutomatedMarketMakerPair(address,bool)_v327_v0.8.9___962",0.8.9,0.4704,0,1
"buyNFT(address,uint256)_v0.8.14___963",0.8.14,0.0376,0,0
swapFee(address)_v0.8.19___964,0.8.19,0.0,0,0
setTokenAddress(address)_v5_v0.8.0___965,0.8.0,0.0,0,0
"changeFees(uint256,uint256,uint256,uint256)_v0.8.10___966",0.8.10,0.0,0,0
"setIsTxLimitExempt(address,bool)_v0.8.7___967",0.8.7,0.5057,0,0
"CheckEventListUsers(address,uint256)_v0.8.4___968",0.8.4,0.0,0,0
withdraw(uint256)_v8_v0.8.17___969,0.8.17,0.0,0,0
setMaxWalletSize(uint256)_v91_v0.8.12___970,0.8.12,0.0264,0,0
"excludeFromMaxTransaction(address,bool)_v21_v0.8.0___971",0.8.0,0.0,0,0
tokenURI(uint256)_v6_v0.8.10___972,0.8.10,0.1694,0,0
"receiveApproval(address,uint256,address,bytes)_v3_v0.8.0___973",0.8.0,0.2047,0,0
"decreaseAllowance(address,uint256)_v2933_v0.8.0___974",0.8.0,0.1458,0,0
getTokenOwner(uint256)_v0.8.4___975,0.8.4,0.4172,0,1
setWeight(uint32)_v0.8.0___976,0.8.0,0.3389,0,0
"excludeFromMaxTransaction(address,bool)_v1182_v0.8.10___977",0.8.10,0.466,0,1
"excludeFromFee(address,bool)_v0.8.16___978",0.8.16,0.0,0,0
setMaxTxAmount(uint256)_v7_v0.8.15___979,0.8.15,0.0,0,0
vestingNonces(address)_v4_v0.8.0___980,0.8.0,0.0,0,0
confirmNewAdmin()_v3_v0.8.4___981,0.8.4,0.0,0,0
withdrawBNB()_v0.8.4___982,0.8.4,0.6435,0,0
getMonth2()_v2_v0.8.4___983,0.8.4,0.3004,0,0
"setParam(uint256,uint256)_v0.8.11___984",0.8.11,0.0,0,0
enableFarming()_v0.8.3___985,0.8.3,0.0,0,0
"updateSellFees(uint256,uint256,uint256)_v23_v0.8.10___986",0.8.10,0.8624,0,0
isControllable()_v0.8.7___987,0.8.7,1.0,1,1
getPerson()_v0.8.7___988,0.8.7,0.4227,0,0
getNumberOfTokenHolders()_v0.8.7___989,0.8.7,0.4671,0,0
setTxLimit(uint256)_v0.8.5___990,0.8.5,0.0,0,0
removeLP()_v0.8.13___991,0.8.13,0.0824,0,0
"setFees(uint8,uint8)_v16_v0.8.19___992",0.8.19,0.5062,0,0
staked(address)_v0.8.0___993,0.8.0,0.0,0,0
"safeBatchTransferFrom(address,address,uint256[],uint256[],bytes)_v7_v0.8.4___994",0.8.4,0.0,0,1
"set_affiliate(address,bool)_v0.8.0___995",0.8.0,1.0,1,1
"setSellFees(uint256,uint256,uint256,uint256,uint256,uint256)_v0.8.0___996",0.8.0,0.0,0,0
setAmount(uint256)_v0.8.14___997,0.8.14,0.3438,0,0
"_burn(address,uint256)_v3_v0.8.0___998",0.8.0,0.7383,0,0
openTrading()_v223_v0.8.0___999,0.8.0,0.8492,0,0
liquiditypair(address)_v0.8.7___1000,0.8.7,0.0,0,0
setTreasury(address)_v2_v0.8.0___1001,0.8.0,0.2637,0,0
turnon()_v0.8.0___1002,0.8.0,0.0,0,0
"initialize(string,string,uint256,uint256)_v3_v0.8.7___1003",0.8.7,0.0,0,0
changeOwner(address)_v2_v0.8.11___1004,0.8.11,1.0,1,1
toggleMinting()_v0.8.7___1005,0.8.7,0.0,0,1
getAllVoters()_v0.8.4___1006,0.8.4,0.0,0,0
isIronBankMarket(address)_v0.8.2___1007,0.8.2,0.0204,0,0
updateSwapTokensAtAmount(uint256)_v0.8.7___1008,0.8.7,0.0,0,0
claimReward()_v2_v0.8.7___1009,0.8.7,0.1333,0,0
openTrading()_v5_v0.8.10___1010,0.8.10,0.6314,0,0
changeOwner(address)_v0.8.13___1011,0.8.13,0.0739,0,0
"deposit(address,uint256)_v2_v0.8.13___1012",0.8.13,0.0,0,0
deposit()_v6_v0.8.7___1013,0.8.7,0.3071,0,0
withdrawFunds()_v0.8.6___1014,0.8.6,0.0,0,0
changeOwner(address)_v13_v0.8.7___1015,0.8.7,0.0,0,0
"excludeFromMaxTransactionLimit(address,bool)_v0.8.4___1016",0.8.4,0.1258,0,0
changeOwner(address)_v4_v0.8.0___1017,0.8.0,0.0,0,0
"updateBuyFees(uint256,uint256,uint256)_v173_v0.8.9___1018",0.8.9,0.4598,0,0
stakesOf(address)_v0.8.0___1019,0.8.0,0.0,0,0
updateSwapTokensAtAmount(uint256)_v4_v0.8.8___1020,0.8.8,0.561,0,0
publicMint(uint256)_v3_v0.8.4___1021,0.8.4,0.0,0,0
"sum(uint256,uint256)_v0.8.17___1022",0.8.17,1.0,1,1
updateShop(uint256)_v0.8.15___1023,0.8.15,0.0,0,0
Ellipse(uint256)_v0.8.0___1024,0.8.0,0.0,0,0
excludeFromFee(address)_v14_v0.8.13___1025,0.8.13,0.582,0,0
unBlacklistAccount(address)_v0.8.10___1026,0.8.10,0.0,0,0
allowance(address)_v3_v0.8.4___1027,0.8.4,0.0,0,0
start()_v0.8.1___1028,0.8.1,0.0,0,0
bait(address)_v3_v0.8.4___1029,0.8.4,0.0,0,0
getIDsByOwner(address)_v0.8.14___1030,0.8.14,0.0,0,0
checkAvailability(uint256)_v0.8.5___1031,0.8.5,0.0,0,0
updateUniswapV2Router(address)_v2_v0.8.10___1032,0.8.10,0.2533,0,0
set(uint256)_v0.8.15___1033,0.8.15,0.0,0,0
updateMaxWalletAmount(uint256)_v112_v0.8.10___1034,0.8.10,0.8096,0,0
set_sell_multiplier(uint256)_v0.8.17___1035,0.8.17,0.0,0,0
excludeFromLimit(address)_v0.8.10___1036,0.8.10,1.0,1,1
"burn(uint256,address)_v0.8.0___1037",0.8.0,0.0,0,0
"updateFees(uint256,uint256,uint256,uint256,uint256,uint256)_v3_v0.8.17___1038",0.8.17,0.0,0,0
balanceOfERC20(address)_v0.8.10___1039,0.8.10,0.4962,0,0
startTrading(bool)_v0.8.11___1040,0.8.11,0.658,0,1
claimMain(address)_v0.8.0___1041,0.8.0,0.0,0,0
mint()_v3_v0.8.17___1042,0.8.17,0.0,0,0
"getUserDepositInfo(address,uint256)_v0.8.11___1043",0.8.11,0.0,0,0
"getAvailableRewards(uint256,address)_v0.8.7___1044",0.8.7,0.0,0,0
"invest(address,uint256)_v0.8.15___1045",0.8.15,0.0,0,0
purchaseAllowList(uint256)_v0.8.0___1046,0.8.0,0.0,0,0
"updateSellFees(uint256,uint256,uint256)_v74_v0.8.10___1047",0.8.10,0.8624,0,0
"setAuth(address,bool)_v0.8.4___1048",0.8.4,0.0,0,0
"init(address,address,address,address,address)_v0.8.0___1049",0.8.0,0.0,0,0
"updateFees(uint256,uint256,uint256,uint256,uint256,uint256)_v0.8.17___1050",0.8.17,0.0,0,0
"increaseAllowance(address,uint256)_v559_v0.8.4___1051",0.8.4,0.8787,0,1
updateRegistry(address)_v0.8.14___1052,0.8.14,0.1667,0,0
ADDRESSES_PROVIDER()_v0.8.15___1053,0.8.15,0.0,0,0
setTreasuryRate(uint32)_v0.8.0___1054,0.8.0,0.0,0,1
exclude(address)_v12_v0.8.9___1055,0.8.9,0.1655,0,0
"withdraw(uint256,uint256)_v4_v0.8.0___1056",0.8.0,0.0,0,0
setMaxSellTx(uint256)_v0.8.16___1057,0.8.16,0.0,0,0
setTreasuryAddress(address)_v3_v0.8.13___1058,0.8.13,0.2435,0,0
removeAuthorized(address)_v0.8.16___1059,0.8.16,0.0,0,0
unstake(uint256)_v10_v0.8.0___1060,0.8.0,0.0216,0,0
setStartTime()_v0.8.0___1061,0.8.0,0.0,0,0
"withdrawToken(address,uint256)_v0.8.7___1062",0.8.7,0.0,0,0
"decreaseAllowance(address,uint256)_v1646_v0.8.0___1063",0.8.0,0.1976,0,0
redeemAave()_v0.8.4___1064,0.8.4,0.0,0,0
calculatePaymentETH(uint256)_v0.8.9___1065,0.8.9,0.0,0,0
getLastTState()_v0.8.0___1066,0.8.0,0.5254,0,0
setAdmin(address)_v0.8.10___1067,0.8.10,0.443,0,0
transferOwnership(address)_v524_v0.8.10___1068,0.8.10,0.4768,0,0
"decreaseAllowance(address,uint256)_v14_v0.8.8___1069",0.8.8,0.3948,0,0
userStats(address)_v0.8.4___1070,0.8.4,0.0,0,0
setMinimumTokenBalanceForDividends(uint256)_v0.8.10___1071,0.8.10,0.0,0,0
"withdraw(uint256,uint256,uint8,bytes32,bytes32)_v0.8.6___1072",0.8.6,0.0434,0,0
"decreaseAllowance(address,uint256)_v259_v0.8.7___1073",0.8.7,0.4086,0,0
includeInFees(address)_v2_v0.8.17___1074,0.8.17,0.0,0,0
triggerDefault()_v0.8.7___1075,0.8.7,0.0,0,0
restoreFee()_v0.8.9___1076,0.8.9,0.0,0,0
setBuyFeePercent(uint256)_v0.8.0___1077,0.8.0,0.0,0,0
removeOwner(address)_v0.8.3___1078,0.8.3,0.0,0,0
getName(address)_v0.8.4___1079,0.8.4,0.5859,0,0
withdrawEther()_v0.8.18___1080,0.8.18,0.0,0,0
timeUntilNextDistribution()_v0.8.6___1081,0.8.6,0.1085,0,0
getBalance()_v2_v0.8.4___1082,0.8.4,0.0,0,0
limit(uint256)_v0.8.17___1083,0.8.17,0.0,0,0
setMaxTxPercent_base1000(uint256)_v6_v0.8.14___1084,0.8.14,0.2788,0,0
emergencyWithdrawTokens()_v0.8.9___1085,0.8.9,0.3672,0,0
isActive()_v0.8.0___1086,0.8.0,0.0143,0,0
getApproved(uint256)_v234_v0.8.4___1087,0.8.4,0.4714,0,0
getTokenPrices(uint256)_v2_v0.8.9___1088,0.8.9,0.0,0,0
updateDevAddress(address)_v2_v0.8.15___1089,0.8.15,0.0,0,0
whiteListAddress(address)_v0.8.7___1090,0.8.7,0.2938,0,0
"safeApprove(address,uint256,uint256)_v0.8.5___1091",0.8.5,0.0,0,0
"claimBonus(address,address)_v0.8.0___1092",0.8.0,0.0,0,0
_setMaxTxAmount(uint256)_v0.8.12___1093,0.8.12,0.7195,0,0
claimDust()_v0.8.4___1094,0.8.4,0.0,0,0
getMatchInfo(uint256)_v0.8.17___1095,0.8.17,0.0592,0,0
"dispense(address,uint256,uint256)_v0.8.4___1096",0.8.4,0.0,0,0
updateBaseURI(string)_v2_v0.8.13___1097,0.8.13,0.0,0,0
removeStrictTxLimit()_v0.8.14___1098,0.8.14,0.3689,0,0
getUserTotalNFTStrength(address)_v0.8.0___1099,0.8.0,0.5348,0,0
getDividents(address)_v0.8.13___1100,0.8.13,0.0,0,0
alreadyReleasedAmount()_v0.8.4___1101,0.8.4,0.0,0,0
getEthPrice()_v3_v0.8.7___1102,0.8.7,0.6407,0,0
transferOwnership(address)_v721_v0.8.17___1103,0.8.17,0.5402,0,0
setMaxSupply(uint256)_v2_v0.8.0___1104,0.8.0,0.0,0,0
buyTokens(address)_v0.8.0___1105,0.8.0,0.0,0,0
setSaleStatus(bool)_v0.8.0___1106,0.8.0,0.0,0,0
setIntervalBlocks(uint256)_v0.8.0___1107,0.8.0,0.261,0,0
"withdrawEth(address,uint256)_v2_v0.8.0___1108",0.8.0,0.0,0,0
"queueTransaction(address,uint256,string,bytes,uint256)_v6_v0.8.6___1109",0.8.6,0.5211,0,1
freeMint()_v30_v0.8.17___1110,0.8.17,0.0,0,0
"excludeFromMaxWallet(address,bool)_v0.8.16___1111",0.8.16,0.0,0,0
unlock()_v30_v0.8.4___1112,0.8.4,0.0,0,0
addBotToBlackList(address)_v2_v0.8.11___1113,0.8.11,0.0,0,0
"setSellFees(uint256,uint256,uint256,uint256)_v0.8.6___1114",0.8.6,0.1282,0,0
"blacklistAccount(address,bool)_v135_v0.8.9___1115",0.8.9,0.3265,0,1
setGasForProcessing(uint256)_v2_v0.8.10___1116,0.8.10,0.0,0,0
presaleStatus()_v0.8.10___1117,0.8.10,0.0,0,0
setBuyBackEnabled(bool)_v2_v0.8.13___1118,0.8.13,0.443,0,0
setMaximum(uint256)_v0.8.0___1119,0.8.0,0.658,0,0
withdraw(uint256)_v6_v0.8.7___1120,0.8.7,0.1785,0,0
sweepErc(address)_v0.8.0___1121,0.8.0,0.0,0,0
"setFee(uint256,uint256,uint256,uint256)_v167_v0.8.4___1122",0.8.4,0.4243,0,0
send(uint256)_v2_v0.8.4___1123,0.8.4,0.0,0,0
transferOwnership(address)_v69_v0.8.8___1124,0.8.8,0.3599,0,0
changeOwner(address)_v123_v0.8.0___1125,0.8.0,0.0,0,0
setGuardian(address)_v0.8.1___1126,0.8.1,0.0,0,0
transferOwnership(address)_v202_v0.8.12___1127,0.8.12,0.0,0,0
setMaxWalletAmount(uint256)_v3_v0.8.13___1128,0.8.13,0.0,0,0
"decreaseAllowance(address,uint256)_v639_v0.8.4___1129",0.8.4,0.4559,0,0
unpause()_v18_v0.8.4___1130,0.8.4,0.4238,0,0
"setWallets(address,address,address,address,address)_v0.8.19___1131",0.8.19,0.0,0,0
adminPauseTransfers()_v0.8.0___1132,0.8.0,0.0,0,0
"updateBuyFees(uint256,uint256,uint256)_v355_v0.8.10___1133",0.8.10,0.7427,0,1
isContract(address)_v0.8.0___1134,0.8.0,0.3702,0,0
transferFees(uint256)_v0.8.15___1135,0.8.15,0.0,0,0
finalized()_v0.8.0___1136,0.8.0,1.0,1,1
openTrading()_v4_v0.8.10___1137,0.8.10,0.1727,0,0
setWalletLimit(uint256)_v0.8.13___1138,0.8.13,0.0,0,0
"swap(uint256,address)_v0.8.0___1139",0.8.0,0.0,0,0
"onERC1155BatchReceived(address,address,uint256[],uint256[],bytes)_v24_v0.8.0___1140",0.8.0,0.0,0,0
setmaxTx(uint256)_v0.8.13___1141,0.8.13,0.0,0,0
manualsend()_v1018_v0.8.4___1142,0.8.4,0.7612,0,1
setMinDuration(uint256)_v0.8.0___1143,0.8.0,0.0,0,0
setCollection(address)_v0.8.0___1144,0.8.0,0.0,0,0
"diffMinutes(uint256,uint256)_v0.8.4___1145",0.8.4,0.0,0,0
"safeTransferFrom(address,address,address)_v0.8.7___1146",0.8.7,0.1576,0,0
checkBalance()_v2_v0.8.17___1147,0.8.17,0.0,0,0
"give(address,uint256,uint256)_v2_v0.8.0___1148",0.8.0,0.0,0,0
transferOwnership(address)_v730_v0.8.10___1149,0.8.10,0.0,0,0
setMaxWalletSize(uint256)_v243_v0.8.7___1150,0.8.7,0.3216,0,0
acceptGov()_v0.8.10___1151,0.8.10,0.349,0,0
withdrawETH(uint256)_v2_v0.8.15___1152,0.8.15,0.0,0,0
walletOfOwner(address)_v0.8.0___1153,0.8.0,0.2698,0,0
"setFee(uint256,uint256,uint256,uint256)_v87_v0.8.12___1154",0.8.12,0.1694,0,0
transferOwnership(address)_v488_v0.8.0___1155,0.8.0,0.162,0,0
withdraw()_v26_v0.8.13___1156,0.8.13,0.0,0,0
setMaxWallet(uint256)_v16_v0.8.9___1157,0.8.9,0.0,0,0
"updateSellFees(uint256,uint256,uint256,uint256,uint256)_v102_v0.8.9___1158",0.8.9,0.7713,0,0
executeLosslessTurnOn()_v9_v0.8.0___1159,0.8.0,0.0,0,0
setManagementFeeRate(uint256)_v0.8.4___1160,0.8.4,0.0,0,0
claimETH(uint256)_v0.8.0___1161,0.8.0,0.1967,0,0
ownerOf(uint256)_v20_v0.8.12___1162,0.8.12,0.0,0,0
lock(uint256)_v20_v0.8.17___1163,0.8.17,0.0,0,0
manualsend()_v8_v0.8.11___1164,0.8.11,0.2045,0,0
renounceOwnership()_v26_v0.8.10___1165,0.8.10,0.3662,0,0
pairInfo()_v0.8.6___1166,0.8.6,0.054,0,0
"set(uint256,uint256,uint256)_v0.8.0___1167",0.8.0,0.0,0,0
"decreaseAllowance(address,uint256)_v185_v0.8.12___1168",0.8.12,0.2686,0,0
manualSwap()_v1252_v0.8.17___1169,0.8.17,0.1584,0,0
unlock()_v2_v0.8.4___1170,0.8.4,0.0,0,0
"decreaseAllowance(address,uint256)_v154_v0.8.19___1171",0.8.19,0.7019,0,0
transferOwnership(address)_v45_v0.8.14___1172,0.8.14,0.0,0,0
getReleaseBalance()_v0.8.0___1173,0.8.0,0.0033,0,0
includeWhiteList(address)_v0.8.0___1174,0.8.0,0.0,0,0
transferOwnership(address)_v4650_v0.8.9___1175,0.8.9,0.0,0,0
_changeOwner(address)_v0.8.0___1176,0.8.0,0.0,0,0
